MJD	sv	C1	P1	P2	elevation
60544.80208	G18	-108.62	-108.41	-109.87	51.8
60544.80208	G25	-109.20	-108.70	-109.16	70.6
60544.80208	G26	-110.11	-109.49	-108.25	15.9
60544.80208	G28	-110.27	-110.18	-108.71	38.5
60544.80208	G29	-109.69	-109.40	-108.99	62.8
60544.80208	G31	-108.62	-108.16	-109.98	23.5
60544.80208	G20	-110.43	-110.12	-109.40	24.1
60544.80556	G31	-108.99	-108.71	-109.13	24.3
60544.80556	G26	-111.10	-110.28	-106.90	17.8
60544.80556	G29	-109.41	-109.05	-107.90	62.2
60544.80556	G28	-109.82	-109.60	-107.89	37.8
60544.80556	G20	-108.75	-108.45	-109.64	23.1
60544.80556	G18	-110.06	-109.52	-108.99	54.1
60544.80556	G12	-109.99	-109.90	-107.47	31.0
60544.80556	G05	-108.81	-108.65	-108.80	34.8
60544.80556	G25	-109.13	-108.74	-107.98	68.4
60544.80903	G31	-109.28	-108.77	-109.79	25.0
60544.80903	G29	-109.57	-109.19	-109.18	61.5
60544.80903	G28	-110.46	-110.12	-109.26	37.0
60544.80903	G26	-110.78	-110.06	-109.49	19.6
60544.80903	G25	-109.17	-108.93	-108.57	66.2
60544.80903	G18	-109.90	-109.38	-108.71	56.5
60544.80903	G12	-110.51	-110.44	-107.26	29.1
60544.80903	G05	-109.75	-109.67	-107.66	35.1
60544.80903	G20	-109.80	-109.46	-109.09	22.1
60544.81250	G28	-110.59	-110.18	-110.09	36.1
60544.81250	G31	-108.94	-108.24	-107.70	25.7
60544.81250	G29	-109.27	-108.79	-108.94	60.8
60544.81250	G25	-109.48	-109.19	-108.88	64.0
60544.81250	G26	-109.47	-109.27	-108.12	21.5
60544.81250	G20	-108.32	-108.45	-108.32	20.9
60544.81250	G18	-109.45	-109.05	-108.91	58.8
60544.81250	G12	-110.13	-109.82	-108.54	27.2
60544.81250	G05	-110.03	-109.89	-108.49	35.3
60544.81597	G31	-109.03	-108.36	-110.51	26.2
60544.81597	G29	-109.86	-109.53	-108.65	60.0
60544.81597	G28	-109.71	-109.50	-109.05	35.1
60544.81597	G26	-108.89	-108.69	-108.36	23.4
60544.81597	G25	-108.64	-108.43	-107.56	61.7
60544.81597	G20	-108.91	-108.69	-110.01	19.7
60544.81597	G18	-108.76	-108.28	-107.99	61.0
60544.81597	G12	-109.22	-108.86	-109.63	25.2
60544.81597	G05	-109.05	-108.71	-108.17	35.3
60544.81944	G31	-109.26	-108.95	-108.43	26.6
60544.81944	G29	-109.56	-109.17	-109.25	59.2
60544.81944	G28	-109.60	-109.50	-109.29	34.0
60544.81944	G26	-108.78	-108.44	-108.00	25.3
60544.81944	G20	-109.42	-109.35	-108.06	18.4
60544.81944	G18	-109.33	-108.95	-108.20	63.3
60544.81944	G12	-109.80	-109.44	-107.75	23.3
60544.81944	G05	-109.30	-109.05	-109.21	35.2
60544.81944	G25	-109.58	-109.27	-108.65	59.3
60544.82292	G31	-108.95	-108.90	-109.19	26.9
60544.82292	G05	-110.16	-109.80	-109.34	34.9
60544.82292	G12	-109.23	-108.72	-109.62	21.3
60544.82292	G18	-108.84	-108.53	-107.63	65.5
60544.82292	G20	-109.91	-109.89	-109.60	17.1
60544.82292	G23	-111.82	-111.81	-107.96	10.8
60544.82292	G25	-109.65	-109.25	-108.53	57.0
60544.82292	G26	-108.79	-108.29	-106.88	27.3
60544.82292	G28	-110.18	-110.05	-108.25	32.8
60544.82292	G29	-110.12	-109.84	-108.67	58.3
60544.82639	G28	-110.04	-109.87	-110.68	31.6
60544.82639	G26	-108.99	-108.54	-106.60	29.2
60544.82639	G31	-109.50	-109.25	-109.74	27.1
60544.82639	G29	-109.49	-109.17	-108.67	57.3
60544.82639	G25	-109.73	-109.37	-108.52	54.6
60544.82639	G23	-110.02	-109.84	-108.75	12.6
60544.82639	G20	-110.90	-110.95	-109.29	15.7
60544.82639	G18	-108.84	-108.55	-109.06	67.6
60544.82639	G12	-109.34	-108.83	-107.41	19.4
60544.82639	G05	-110.83	-110.42	-108.89	34.5
60544.82986	G31	-109.13	-108.69	-109.73	27.1
60544.82986	G29	-109.29	-109.16	-107.59	56.4
60544.82986	G28	-110.29	-110.12	-109.28	30.2
60544.82986	G26	-108.03	-107.62	-109.33	31.1
60544.82986	G25	-108.94	-108.54	-108.47	52.2
60544.82986	G20	-108.43	-108.43	-108.68	14.2
60544.82986	G18	-108.10	-107.71	-108.36	69.6
60544.82986	G12	-109.84	-109.52	-108.72	17.4
60544.82986	G05	-109.50	-109.17	-107.69	34.0
60544.82986	G23	-110.34	-109.82	-110.14	14.6
60544.83333	G26	-109.20	-108.97	-107.65	33.1
60544.83333	G31	-110.05	-109.70	-109.88	27.1
60544.83333	G29	-109.74	-109.52	-109.39	55.4
60544.83333	G28	-110.74	-110.38	-107.63	28.9
60544.83333	G25	-109.55	-109.08	-108.84	49.9
60544.83333	G20	-110.51	-110.60	-109.75	12.7
60544.83333	G18	-109.44	-109.10	-107.58	71.6
60544.83333	G12	-109.85	-109.59	-107.87	15.5
60544.83333	G05	-109.71	-109.53	-108.86	33.3
60544.83333	G23	-111.16	-110.43	-108.63	16.8
60544.83681	G31	-110.88	-110.80	-108.28	26.9
60544.83681	G05	-108.82	-108.86	-107.33	32.5
60544.83681	G12	-109.94	-109.44	-108.01	13.5
60544.83681	G18	-108.78	-108.51	-109.13	73.3
60544.83681	G20	-107.45	-107.35	-109.86	11.1
60544.83681	G23	-110.23	-109.24	-108.92	18.9
60544.83681	G25	-109.22	-108.77	-108.55	47.5
60544.83681	G26	-109.56	-109.46	-108.53	35.0
60544.83681	G28	-109.91	-109.41	-110.37	27.4
60544.83681	G29	-109.74	-109.40	-108.63	54.3
60544.84028	G28	-109.16	-108.80	-109.60	25.9
60544.84028	G26	-109.78	-109.56	-108.65	36.9
60544.84028	G31	-110.20	-110.13	-110.35	26.6
60544.84028	G29	-109.30	-109.07	-108.71	53.2
60544.84028	G25	-109.82	-109.51	-109.20	45.1
60544.84028	G23	-110.13	-108.67	-108.44	21.1
60544.84028	G20	-108.56	-106.93	-106.98	10.2
60544.84028	G18	-109.07	-108.71	-107.80	74.9
60544.84028	G12	-111.15	-110.22	-108.58	11.6
60544.84028	G05	-109.67	-109.61	-109.57	31.6
60544.84375	G31	-110.62	-110.45	-110.43	26.2
60544.84375	G29	-108.86	-108.71	-108.43	52.1
60544.84375	G28	-109.44	-108.80	-109.50	24.4
60544.84375	G26	-109.50	-109.05	-109.78	38.8
60544.84375	G25	-109.75	-109.61	-109.43	42.7
60544.84375	G23	-110.38	-109.59	-108.66	23.2
60544.84375	G18	-109.13	-108.67	-108.49	76.3
60544.84375	G05	-109.21	-108.63	-108.86	30.6
60544.84722	G31	-108.95	-108.33	-107.64	25.7
60544.84722	G29	-109.45	-109.35	-108.40	51.0
60544.84722	G28	-109.13	-108.46	-110.99	22.9
60544.84722	G26	-109.02	-108.60	-107.14	40.7
60544.84722	G25	-109.90	-109.68	-109.05	40.4
60544.84722	G23	-109.20	-108.76	-107.36	25.5
60544.84722	G18	-109.39	-108.94	-109.22	77.3
60544.84722	G05	-110.01	-109.52	-109.69	29.5
60544.85069	G05	-109.98	-109.84	-108.19	28.3
60544.85069	G16	-110.36	-108.68	-108.55	10.8
60544.85069	G18	-109.41	-108.88	-108.54	77.9
60544.85069	G23	-109.41	-109.26	-109.48	27.8
60544.85069	G25	-110.63	-110.40	-107.77	38.0
60544.85069	G26	-109.71	-109.27	-109.54	42.6
60544.85069	G28	-108.60	-107.88	-108.92	21.4
60544.85069	G29	-109.10	-108.90	-108.57	49.8
60544.85069	G31	-108.69	-108.19	-108.15	25.1
60544.85417	G31	-109.58	-109.07	-109.17	24.4
60544.85417	G28	-110.97	-110.85	-110.71	19.8
60544.85417	G26	-109.25	-109.01	-109.80	44.4
60544.85417	G25	-109.72	-109.49	-108.28	35.7
60544.85417	G29	-109.97	-109.49	-108.37	48.7
60544.85417	G18	-109.64	-109.23	-108.60	78.1
60544.85417	G16	-109.52	-108.71	-111.02	12.7
60544.85417	G23	-110.00	-109.66	-107.36	30.1
60544.85417	G05	-109.82	-109.68	-109.41	27.0
60544.85764	G31	-109.81	-109.70	-108.72	23.6
60544.85764	G29	-109.42	-109.12	-108.30	47.5
60544.85764	G28	-108.70	-109.09	-112.77	18.2
60544.85764	G26	-110.73	-110.50	-108.75	46.1
60544.85764	G25	-110.68	-110.73	-108.61	33.3
60544.85764	G23	-108.40	-108.11	-106.57	32.4
60544.85764	G18	-110.08	-109.68	-108.26	77.8
60544.85764	G16	-110.65	-110.67	-110.09	14.5
60544.85764	G05	-109.48	-109.47	-111.18	25.7
60544.86111	G31	-109.37	-109.16	-110.21	22.8
60544.86111	G26	-110.74	-110.45	-109.34	47.8
60544.86111	G25	-109.77	-109.82	-109.51	31.0
60544.86111	G29	-109.99	-109.67	-108.66	46.2
60544.86111	G18	-108.99	-108.46	-108.16	77.1
60544.86111	G16	-111.38	-110.85	-110.29	16.4
60544.86111	G05	-110.11	-110.45	-106.09	24.3
60544.86111	G23	-108.96	-108.47	-107.82	34.8
60544.86458	G26	-110.28	-109.90	-108.27	49.4
60544.86458	G25	-109.86	-109.67	-108.73	28.7
60544.86458	G29	-110.28	-109.98	-108.88	45.0
60544.86458	G18	-108.72	-108.24	-108.45	76.1
60544.86458	G16	-111.50	-110.76	-109.67	18.2
60544.86458	G05	-109.34	-109.41	-111.77	22.8
60544.86458	G23	-109.95	-109.61	-108.48	37.2
60544.86806	G05	-109.81	-110.17	-108.74	21.2
60544.86806	G16	-109.69	-109.11	-106.79	20.1
60544.86806	G18	-109.19	-108.91	-109.15	74.8
60544.86806	G23	-109.45	-109.11	-108.07	39.6
60544.86806	G25	-109.86	-109.81	-107.25	26.4
60544.86806	G26	-109.06	-108.71	-108.14	50.9
60544.86806	G29	-109.92	-109.59	-108.58	43.7
60544.87153	G25	-110.07	-110.01	-106.93	24.1
60544.87153	G29	-110.00	-109.77	-107.65	42.4
60544.87153	G23	-109.89	-109.81	-108.91	42.1
60544.87153	G26	-108.99	-108.85	-109.40	52.3
60544.87153	G16	-109.73	-109.51	-109.11	21.9
60544.87153	G15	-110.28	-110.04	-110.76	10.5
60544.87153	G10	-110.42	-108.14	-109.82	10.6
60544.87153	G05	-110.38	-110.50	-110.67	19.6
60544.87153	G18	-109.01	-108.69	-108.14	73.3
60544.87500	G29	-109.11	-108.94	-108.19	41.1
60544.87500	G26	-109.73	-109.46	-108.50	53.6
60544.87500	G25	-109.11	-109.03	-107.04	21.9
60544.87500	G23	-109.97	-109.77	-109.91	44.6
60544.87500	G18	-109.11	-108.73	-109.61	71.7
60544.87500	G16	-109.39	-108.82	-108.40	23.8
60544.87500	G15	-109.51	-108.48	-110.54	11.4
60544.87500	G10	-111.18	-109.43	-109.55	12.5
60544.87500	G05	-110.50	-110.09	-109.32	18.0
60544.87847	G29	-109.96	-109.75	-108.66	39.8
60544.87847	G26	-109.71	-109.21	-109.42	54.7
60544.87847	G25	-109.56	-109.72	-110.04	19.7
60544.87847	G23	-110.12	-109.56	-109.64	47.0
60544.87847	G18	-109.21	-108.93	-108.77	70.0
60544.87847	G16	-110.27	-109.72	-104.76	25.7
60544.87847	G15	-109.42	-108.39	-110.16	12.4
60544.87847	G10	-110.71	-109.48	-108.99	14.6
60544.87847	G05	-109.51	-108.82	-109.34	16.3
60544.88194	G29	-109.47	-109.03	-109.11	38.4
60544.88194	G26	-110.14	-109.81	-109.45	55.6
60544.88194	G25	-109.32	-109.30	-112.30	17.5
60544.88194	G23	-109.81	-109.09	-110.26	49.5
60544.88194	G16	-109.86	-109.39	-108.06	27.5
60544.88194	G15	-109.55	-109.41	-108.26	13.2
60544.88194	G10	-110.08	-109.63	-109.48	16.8
60544.88194	G05	-109.05	-108.33	-109.50	14.6
60544.88194	G18	-110.24	-109.95	-108.93	68.3
60544.88542	G25	-110.68	-110.28	-108.63	15.3
60544.88542	G29	-109.31	-108.89	-108.49	37.0
60544.88542	G26	-109.18	-108.91	-108.49	56.4
60544.88542	G23	-109.47	-108.82	-108.89	52.0
60544.88542	G18	-109.75	-109.45	-108.67	66.5
60544.88542	G16	-109.86	-109.65	-109.14	29.4
60544.88542	G15	-108.59	-108.48	-109.58	14.1
60544.88542	G10	-109.98	-109.16	-105.64	18.9
60544.88542	G05	-108.64	-107.97	-110.05	12.9
60544.88889	G29	-110.83	-110.43	-108.41	35.6
60544.88889	G27	-113.21	-112.36	-112.29	10.9
60544.88889	G26	-108.94	-108.64	-108.09	56.9
60544.88889	G25	-108.65	-108.44	-108.77	13.2
60544.88889	G23	-109.81	-109.50	-108.51	54.5
60544.88889	G18	-109.69	-109.38	-107.97	64.7
60544.88889	G16	-109.72	-109.24	-110.31	31.2
60544.88889	G15	-110.19	-109.90	-108.70	14.8
60544.88889	G10	-110.62	-109.91	-108.23	21.2
60544.88889	G05	-109.25	-108.19	-107.09	11.1
60544.89236	G29	-108.89	-108.56	-110.15	34.2
60544.89236	G26	-109.84	-109.77	-109.14	57.3
60544.89236	G18	-109.74	-109.32	-108.08	62.8
60544.89236	G16	-110.19	-109.82	-107.00	33.0
60544.89236	G15	-109.03	-108.60	-109.50	15.5
60544.89236	G10	-110.93	-110.27	-106.61	23.5
60544.89236	G05	-115.68	-114.98	-105.74	10.0
60544.89236	G23	-109.64	-109.53	-108.13	57.0
60544.89583	G18	-109.95	-109.43	-109.12	61.0
60544.89583	G10	-110.19	-109.91	-109.57	25.8
60544.89583	G15	-109.60	-109.25	-108.23	16.2
60544.89583	G16	-109.67	-109.64	-107.61	34.8
60544.89583	G23	-109.76	-109.44	-108.39	59.5
60544.89583	G26	-110.06	-109.93	-109.83	57.3
60544.89583	G27	-110.83	-110.46	-111.38	14.0
60544.89583	G29	-110.06	-109.77	-109.04	32.8
60544.89931	G29	-109.25	-108.91	-109.70	31.4
60544.89931	G26	-109.85	-109.61	-109.03	57.2
60544.89931	G18	-110.34	-109.88	-108.84	59.2
60544.89931	G23	-109.27	-108.76	-108.10	62.0
60544.89931	G16	-110.15	-110.09	-108.21	36.5
60544.89931	G15	-110.46	-110.29	-107.84	16.8
60544.89931	G10	-109.26	-109.28	-109.23	28.1
60544.90278	G10	-110.69	-110.40	-109.53	30.5
60544.90278	G15	-110.19	-110.08	-110.00	17.3
60544.90278	G16	-109.18	-108.94	-109.93	38.2
60544.90278	G18	-109.49	-109.03	-108.91	57.4
60544.90278	G23	-109.48	-108.91	-109.12	64.4
60544.90278	G26	-109.62	-109.33	-108.80	56.8
60544.90278	G27	-110.93	-110.09	-106.82	17.1
60544.90278	G29	-109.34	-108.79	-108.75	29.9
60544.90625	G27	-110.56	-109.87	-111.59	18.8
60544.90625	G26	-109.04	-108.76	-107.83	56.2
60544.90625	G23	-109.51	-109.25	-108.98	66.7
60544.90625	G29	-109.69	-109.30	-107.36	28.4
60544.90625	G16	-109.35	-109.15	-109.58	39.8
60544.90625	G15	-109.68	-109.60	-108.97	17.7
60544.90625	G10	-110.55	-110.14	-108.04	32.9
60544.90625	G18	-109.50	-109.11	-108.51	55.6
60544.90972	G27	-111.11	-110.65	-109.78	20.4
60544.90972	G26	-109.98	-109.89	-108.30	55.4
60544.90972	G23	-109.14	-108.81	-108.74	69.0
60544.90972	G29	-109.14	-108.80	-108.59	26.9
60544.90972	G16	-109.38	-109.10	-107.67	41.3
60544.90972	G15	-110.58	-110.28	-108.47	18.0
60544.90972	G10	-109.38	-109.13	-108.80	35.3
60544.90972	G18	-109.83	-109.34	-108.61	53.8
60544.91319	G10	-109.42	-109.28	-108.05	37.7
60544.91319	G15	-110.21	-109.87	-109.58	18.3
60544.91319	G16	-110.23	-110.21	-108.79	42.8
60544.91319	G18	-110.13	-109.84	-108.63	52.1
60544.91319	G23	-109.10	-108.80	-109.16	71.1
60544.91319	G26	-109.56	-109.46	-108.65	54.5
60544.91319	G27	-109.82	-109.08	-108.33	22.1
60544.91319	G29	-110.09	-109.73	-109.07	25.4
60544.91667	G26	-109.98	-109.86	-109.58	53.3
60544.91667	G29	-109.10	-108.90	-107.80	23.9
60544.91667	G27	-109.27	-109.20	-108.04	23.9
60544.91667	G18	-110.03	-109.72	-109.68	50.4
60544.91667	G16	-110.10	-110.06	-109.13	44.2
60544.91667	G15	-109.65	-109.44	-107.49	18.4
60544.91667	G10	-109.70	-109.52	-107.52	40.2
60544.91667	G23	-109.54	-109.14	-108.07	73.0
60544.92014	G10	-109.83	-109.29	-109.15	42.7
60544.92014	G15	-109.93	-109.99	-107.80	18.5
60544.92014	G16	-108.68	-108.26	-107.67	45.4
60544.92014	G18	-110.31	-110.11	-108.17	48.6
60544.92014	G23	-109.13	-108.74	-108.99	74.7
60544.92014	G26	-110.27	-110.04	-108.40	52.0
60544.92014	G27	-109.56	-109.32	-111.25	25.6
60544.92014	G29	-109.11	-108.63	-108.29	22.3
60544.92361	G27	-110.17	-109.79	-109.70	27.4
60544.92361	G29	-109.05	-108.34	-108.98	20.8
60544.92361	G26	-110.18	-109.85	-108.19	50.5
60544.92361	G23	-109.09	-108.70	-108.59	76.0
60544.92361	G18	-109.59	-109.44	-109.29	47.0
60544.92361	G16	-110.18	-109.81	-108.28	46.6
60544.92361	G15	-109.12	-109.25	-109.32	18.4
60544.92361	G10	-108.97	-108.53	-107.69	45.2
60544.92708	G10	-109.13	-108.92	-108.42	47.8
60544.92708	G15	-109.02	-108.95	-109.18	18.3
60544.92708	G16	-110.32	-110.02	-109.74	47.6
60544.92708	G18	-109.42	-109.39	-108.00	45.3
60544.92708	G23	-109.07	-108.65	-108.60	76.9
60544.92708	G26	-110.09	-109.79	-107.96	49.0
60544.92708	G27	-110.08	-109.41	-109.42	29.2
60544.92708	G29	-109.88	-109.53	-110.91	19.2
60544.93056	G27	-109.16	-108.67	-109.61	31.1
60544.93056	G26	-109.95	-109.65	-108.81	47.3
60544.93056	G23	-108.81	-108.43	-108.43	77.2
60544.93056	G29	-110.41	-110.07	-108.27	17.6
60544.93056	G16	-109.00	-108.68	-108.55	48.4
60544.93056	G15	-108.89	-108.74	-108.85	18.1
60544.93056	G10	-110.53	-110.14	-108.76	50.4
60544.93056	G18	-109.34	-109.31	-108.84	43.7
60544.93403	G29	-109.30	-108.67	-109.66	16.0
60544.93403	G26	-110.08	-109.84	-107.95	45.5
60544.93403	G27	-109.67	-109.22	-108.17	33.0
60544.93403	G23	-108.24	-108.05	-109.11	76.9
60544.93403	G15	-109.64	-109.41	-109.43	17.8
60544.93403	G16	-109.17	-108.63	-107.87	49.1
60544.93403	G10	-109.25	-108.76	-109.83	52.9
60544.93403	G18	-110.42	-110.36	-108.03	42.0
60544.93750	G10	-108.86	-108.39	-109.37	55.5
60544.93750	G15	-109.36	-109.30	-106.83	17.4
60544.93750	G16	-109.67	-109.01	-108.46	49.6
60544.93750	G18	-109.85	-109.60	-108.69	40.4
60544.93750	G23	-109.09	-108.98	-108.28	76.0
60544.93750	G26	-110.58	-110.24	-109.69	43.7
60544.93750	G27	-109.29	-108.84	-108.53	34.9
60544.93750	G29	-108.95	-108.84	-111.78	14.4
60544.94097	G29	-108.44	-108.31	-107.21	12.8
60544.94097	G27	-109.22	-108.88	-108.64	36.8
60544.94097	G26	-109.39	-109.12	-107.84	41.9
60544.94097	G23	-109.44	-109.21	-109.20	74.8
60544.94097	G10	-109.72	-109.23	-108.10	58.1
60544.94097	G16	-109.49	-109.15	-109.93	49.9
60544.94097	G15	-107.39	-106.75	-108.33	16.9
60544.94097	G18	-109.45	-109.27	-109.34	38.9
60544.94444	G26	-109.32	-109.09	-108.42	40.0
60544.94444	G29	-107.75	-107.12	-108.95	11.2
60544.94444	G27	-110.06	-109.71	-109.52	38.8
60544.94444	G23	-109.23	-108.81	-108.57	73.2
60544.94444	G10	-109.73	-109.43	-107.97	60.8
60544.94444	G16	-109.92	-109.64	-109.35	50.0
60544.94444	G15	-109.36	-108.85	-108.95	16.3
60544.94444	G18	-109.29	-109.15	-108.12	37.3
60544.94792	G08	-106.53	-105.95	-113.71	10.3
60544.94792	G10	-109.11	-108.74	-107.68	63.4
60544.94792	G15	-108.46	-107.78	-109.97	15.6
60544.94792	G16	-109.55	-109.42	-107.96	50.0
60544.94792	G18	-110.20	-109.60	-108.50	35.8
60544.94792	G23	-109.98	-109.50	-108.31	71.3
60544.94792	G26	-109.58	-109.27	-107.26	38.0
60544.94792	G27	-109.85	-109.81	-108.16	40.8
60544.94792	G29	-111.10	-109.61	-105.39	10.1
60544.95139	G26	-109.90	-109.62	-111.41	36.1
60544.95139	G32	-110.26	-110.06	-107.52	10.4
60544.95139	G27	-109.49	-109.41	-108.08	42.9
60544.95139	G23	-109.09	-108.76	-108.29	69.3
60544.95139	G10	-109.12	-108.76	-108.38	66.0
60544.95139	G16	-109.73	-109.59	-109.77	49.7
60544.95139	G08	-110.38	-109.32	-112.05	11.6
60544.95139	G18	-109.38	-108.63	-108.47	34.3
60544.95139	G15	-110.32	-110.37	-109.33	14.9
60544.95486	G08	-108.56	-108.32	-107.88	13.4
60544.95486	G10	-108.39	-107.87	-109.06	68.7
60544.95486	G15	-109.29	-108.93	-106.74	14.1
60544.95486	G16	-109.03	-108.78	-108.46	49.3
60544.95486	G23	-109.92	-109.63	-108.18	67.2
60544.95486	G26	-110.06	-109.76	-110.13	34.1
60544.95486	G27	-109.80	-109.71	-109.74	45.0
60544.95486	G32	-109.58	-109.37	-109.64	11.7
60544.95486	G18	-109.89	-109.01	-107.96	32.8
60544.95833	G23	-109.37	-109.03	-108.64	65.0
60544.95833	G27	-109.64	-109.48	-109.02	47.1
60544.95833	G26	-110.17	-109.64	-108.22	32.1
60544.95833	G32	-109.97	-108.48	-108.62	13.5
60544.95833	G18	-110.83	-110.45	-107.75	31.3
60544.95833	G15	-110.19	-110.85	-109.90	13.1
60544.95833	G10	-109.64	-109.28	-108.56	71.3
60544.95833	G08	-109.09	-108.80	-105.73	15.2
60544.95833	G16	-109.19	-109.07	-108.77	48.6
60544.96181	G32	-111.00	-109.60	-106.86	15.3
60544.96181	G27	-108.34	-108.24	-110.27	49.2
60544.96181	G26	-109.25	-108.82	-109.06	30.2
60544.96181	G23	-109.77	-109.58	-108.46	62.7
60544.96181	G18	-109.10	-108.64	-109.10	29.9
60544.96181	G15	-109.79	-110.67	-107.63	12.2
60544.96181	G10	-109.49	-109.12	-108.29	73.9
60544.96181	G08	-112.29	-111.59	-105.57	17.1
60544.96181	G16	-109.90	-109.62	-107.99	47.8
60544.96528	G23	-109.56	-109.30	-108.95	60.5
60544.96528	G27	-109.36	-109.11	-108.44	51.4
60544.96528	G32	-111.05	-109.95	-108.20	17.2
60544.96528	G18	-110.52	-109.74	-107.69	28.4
60544.96528	G26	-109.88	-109.65	-110.42	28.2
60544.96528	G15	-108.01	-107.81	-109.36	11.1
60544.96528	G10	-109.31	-108.95	-108.49	76.5
60544.96528	G08	-111.20	-110.28	-110.31	18.9
60544.96528	G16	-109.56	-109.19	-109.16	46.9
60544.96875	G08	-108.21	-107.82	-109.73	20.8
60544.96875	G10	-109.17	-108.78	-108.01	79.1
60544.96875	G15	-107.27	-106.49	-108.96	10.3
60544.96875	G16	-109.79	-109.22	-108.97	45.8
60544.96875	G18	-108.84	-108.06	-109.28	27.0
60544.96875	G23	-110.08	-109.91	-109.15	58.2
60544.96875	G26	-110.26	-110.07	-108.59	26.2
60544.96875	G27	-109.62	-109.36	-108.20	53.5
60544.96875	G32	-109.52	-108.80	-109.11	19.1
60544.97222	G27	-109.47	-109.17	-108.40	55.8
60544.97222	G26	-109.25	-109.09	-109.80	24.3
60544.97222	G23	-109.67	-109.20	-108.85	55.9
60544.97222	G32	-109.82	-109.06	-108.61	21.1
60544.97222	G16	-109.80	-109.45	-109.69	44.6
60544.97222	G10	-109.46	-109.13	-108.46	81.6
60544.97222	G08	-109.95	-109.63	-108.44	22.8
60544.97222	G18	-110.57	-110.07	-109.10	25.6
60544.97569	G27	-109.34	-109.01	-108.36	58.0
60544.97569	G26	-109.60	-109.55	-109.93	22.4
60544.97569	G23	-110.07	-109.53	-108.55	53.6
60544.97569	G32	-111.19	-110.90	-106.43	23.0
60544.97569	G16	-110.04	-109.85	-108.59	43.2
60544.97569	G10	-110.08	-109.71	-108.81	84.0
60544.97569	G08	-109.67	-109.12	-110.12	24.7
60544.97569	G18	-109.20	-109.32	-108.33	24.2
60544.97917	G08	-109.82	-109.60	-104.68	26.7
60544.97917	G10	-108.87	-108.46	-108.20	86.1
60544.97917	G16	-109.24	-109.05	-109.81	41.8
60544.97917	G18	-110.95	-110.43	-108.52	22.8
60544.97917	G23	-109.36	-109.00	-109.12	51.3
60544.97917	G26	-108.91	-108.14	-108.10	20.5
60544.97917	G27	-109.55	-109.17	-108.99	60.2
60544.97917	G32	-110.51	-110.33	-108.08	25.1
60544.98264	G32	-110.67	-110.74	-110.51	27.1
60544.98264	G27	-109.34	-108.89	-109.71	62.4
60544.98264	G26	-108.93	-108.10	-109.71	18.6
60544.98264	G23	-108.50	-108.45	-108.97	49.1
60544.98264	G16	-109.49	-109.24	-108.55	40.2
60544.98264	G10	-109.02	-108.61	-108.87	87.0
60544.98264	G08	-110.11	-109.95	-108.74	28.6
60544.98264	G18	-110.06	-109.48	-109.52	21.4
60544.98611	G08	-109.72	-109.52	-109.96	30.6
60544.98611	G10	-109.33	-108.91	-108.44	86.0
60544.98611	G16	-109.29	-108.98	-108.77	38.6
60544.98611	G18	-110.55	-109.90	-110.16	20.1
60544.98611	G23	-109.36	-109.25	-108.33	46.9
60544.98611	G26	-110.33	-109.93	-109.39	16.8
60544.98611	G27	-109.30	-108.96	-109.20	64.7
60544.98611	G32	-110.49	-110.58	-107.88	29.1
60544.98958	G27	-108.90	-108.73	-109.32	66.9
60544.98958	G26	-109.03	-108.76	-109.55	14.9
60544.98958	G23	-109.27	-109.09	-108.61	44.6
60544.98958	G32	-110.00	-109.66	-109.11	31.2
60544.98958	G16	-109.28	-108.90	-108.86	36.9
60544.98958	G10	-109.16	-108.75	-108.52	84.0
60544.98958	G08	-109.72	-109.59	-108.71	32.6
60544.98958	G18	-108.92	-108.76	-109.94	18.7
60544.99306	G27	-109.12	-108.80	-108.88	69.0
60544.99306	G26	-109.76	-109.53	-110.28	13.2
60544.99306	G23	-109.70	-109.67	-107.93	42.5
60544.99306	G32	-110.25	-109.82	-108.49	33.3
60544.99306	G16	-109.22	-108.92	-106.87	35.2
60544.99306	G10	-108.91	-108.58	-108.67	81.7
60544.99306	G08	-109.34	-109.12	-109.14	34.7
60544.99306	G18	-108.57	-108.38	-108.72	17.4
60544.99653	G08	-109.31	-109.08	-108.18	36.7
60544.99653	G10	-109.55	-109.22	-108.14	79.3
60544.99653	G16	-109.30	-109.01	-109.78	33.4
60544.99653	G18	-109.61	-109.55	-108.99	16.0
60544.99653	G23	-110.07	-109.70	-109.28	40.3
60544.99653	G26	-110.08	-109.31	-109.74	11.4
60544.99653	G27	-108.83	-108.31	-108.56	71.2
60544.99653	G32	-110.33	-110.03	-108.74	35.4
60545.00000	G23	-110.78	-110.20	-106.88	38.8
60545.00000	G26	-110.19	-109.82	-111.57	10.3
60545.00000	G27	-109.43	-108.77	-109.49	72.6
60545.00000	G16	-110.68	-110.20	-108.68	32.2
60545.00000	G10	-108.70	-108.49	-108.11	77.6
60545.00000	G08	-110.59	-110.57	-105.79	38.1
60545.00000	G18	-106.66	-107.07	-105.89	15.1
60545.00000	G32	-110.74	-110.67	-107.22	36.8
