MJD	sv	C1	P1	P2	elevation
60544.43056	G09	-109.22	-108.81	-108.08	32.1
60544.43403	G30	-109.38	-109.03	-108.31	66.4
60544.43403	G22	-109.93	-109.49	-108.30	38.4
60544.43403	G20	-110.10	-109.83	-108.99	43.5
60544.43403	G14	-109.83	-109.47	-108.01	63.4
60544.43403	G13	-112.09	-111.83	-106.79	26.3
60544.43403	G09	-109.94	-109.71	-109.39	30.3
60544.43403	G08	-109.08	-108.87	-108.46	13.7
60544.43403	G07	-109.93	-109.75	-109.37	40.8
60544.43403	G05	-111.03	-110.86	-109.39	36.3
60544.43750	G22	-109.51	-109.15	-109.66	40.7
60544.43750	G20	-109.95	-109.62	-108.61	42.5
60544.43750	G14	-110.17	-109.91	-108.85	66.0
60544.43750	G13	-110.03	-109.26	-110.53	28.0
60544.43750	G30	-109.05	-108.64	-108.43	65.5
60544.43750	G08	-109.33	-109.26	-108.79	13.5
60544.43750	G07	-109.86	-109.64	-109.13	39.1
60544.43750	G05	-109.45	-109.21	-108.50	37.1
60544.43750	G09	-110.46	-110.22	-107.83	28.6
60544.44097	G22	-110.82	-110.41	-108.71	43.1
60544.44097	G20	-109.71	-109.28	-108.63	41.4
60544.44097	G14	-109.48	-109.32	-107.59	68.6
60544.44097	G13	-110.62	-110.17	-108.04	29.8
60544.44097	G30	-109.10	-108.64	-109.34	64.5
60544.44097	G08	-109.83	-109.32	-109.30	13.1
60544.44097	G07	-109.52	-109.36	-108.71	37.4
60544.44097	G05	-109.12	-108.83	-108.48	37.8
60544.44097	G09	-109.88	-109.79	-110.01	26.8
60544.44444	G30	-109.38	-109.04	-108.27	63.4
60544.44444	G22	-109.71	-109.41	-108.86	45.5
60544.44444	G20	-110.23	-109.75	-109.41	40.2
60544.44444	G14	-109.24	-109.08	-109.36	71.1
60544.44444	G13	-109.51	-109.22	-109.40	31.7
60544.44444	G08	-109.77	-108.93	-108.32	12.7
60544.44444	G07	-109.69	-109.46	-108.10	35.8
60544.44444	G05	-109.57	-109.35	-109.15	38.3
60544.44444	G09	-109.44	-109.12	-109.54	25.0
60544.44792	G30	-109.53	-109.25	-109.35	62.3
60544.44792	G22	-109.61	-109.25	-109.16	47.9
60544.44792	G20	-109.88	-109.61	-108.34	38.9
60544.44792	G14	-110.18	-109.87	-109.03	73.7
60544.44792	G08	-109.26	-108.51	-107.36	12.2
60544.44792	G09	-109.03	-108.92	-108.98	23.2
60544.44792	G05	-109.91	-109.50	-110.00	38.7
60544.44792	G13	-109.94	-109.49	-109.21	33.5
60544.44792	G07	-110.07	-109.93	-109.27	34.2
60544.45139	G05	-109.46	-109.19	-110.58	39.0
60544.45139	G07	-108.66	-108.84	-107.06	32.6
60544.45139	G08	-109.47	-108.48	-109.38	11.6
60544.45139	G09	-109.00	-108.82	-108.24	21.4
60544.45139	G13	-110.06	-109.49	-108.16	35.4
60544.45139	G14	-109.71	-109.36	-108.96	76.2
60544.45139	G20	-110.13	-110.15	-108.43	37.6
60544.45139	G22	-110.38	-110.07	-107.85	50.4
60544.45139	G30	-109.94	-109.68	-108.92	61.1
60544.45486	G20	-110.21	-109.99	-107.07	36.1
60544.45486	G30	-109.33	-109.10	-108.68	59.9
60544.45486	G22	-110.18	-109.80	-108.09	52.8
60544.45486	G14	-108.84	-108.49	-108.05	78.6
60544.45486	G09	-109.96	-109.68	-110.34	19.6
60544.45486	G08	-111.08	-110.28	-109.49	10.9
60544.45486	G07	-110.07	-109.94	-108.41	31.1
60544.45486	G05	-110.36	-110.06	-109.19	39.1
60544.45486	G13	-109.13	-108.54	-108.79	37.4
60544.45833	G14	-109.06	-108.73	-108.76	80.8
60544.45833	G22	-109.18	-108.64	-108.86	55.3
60544.45833	G20	-109.86	-109.56	-108.97	34.6
60544.45833	G15	-111.05	-111.40	-110.95	11.0
60544.45833	G09	-108.99	-108.62	-108.26	17.8
60544.45833	G30	-110.37	-110.03	-108.80	58.6
60544.45833	G08	-112.25	-112.09	-108.80	10.3
60544.45833	G07	-109.39	-108.87	-108.81	29.5
60544.45833	G05	-111.50	-111.12	-107.46	39.0
60544.45833	G13	-110.34	-110.00	-109.71	39.3
60544.46181	G17	-110.69	-109.91	-106.59	14.8
60544.46181	G15	-109.36	-110.23	-107.78	12.6
60544.46181	G22	-109.36	-108.87	-108.53	57.8
60544.46181	G20	-109.69	-109.25	-108.71	33.1
60544.46181	G30	-109.59	-109.31	-107.92	57.3
60544.46181	G14	-109.16	-108.95	-108.18	82.9
60544.46181	G09	-109.20	-108.70	-106.68	16.0
60544.46181	G05	-109.09	-108.64	-107.36	38.8
60544.46181	G13	-109.99	-109.65	-107.06	41.3
60544.46181	G07	-109.01	-108.55	-108.90	28.0
60544.46528	G05	-109.53	-109.27	-110.19	38.5
60544.46528	G07	-109.79	-109.58	-108.75	26.5
60544.46528	G09	-107.77	-107.31	-109.25	14.2
60544.46528	G13	-110.46	-110.42	-109.41	43.4
60544.46528	G14	-108.53	-108.20	-108.08	84.3
60544.46528	G17	-109.47	-109.25	-109.31	16.6
60544.46528	G20	-109.89	-109.46	-107.57	31.5
60544.46528	G22	-109.58	-109.11	-108.71	60.3
60544.46528	G30	-109.43	-109.17	-108.60	56.0
60544.46528	G15	-111.86	-111.55	-108.18	14.4
60544.46875	G30	-109.80	-109.35	-109.16	54.7
60544.46875	G15	-110.92	-109.99	-107.47	16.2
60544.46875	G22	-109.61	-109.44	-108.95	62.8
60544.46875	G20	-109.05	-108.65	-108.72	29.8
60544.46875	G17	-110.16	-110.14	-108.75	18.4
60544.46875	G14	-108.51	-108.34	-108.42	84.7
60544.46875	G09	-109.24	-109.24	-111.04	12.3
60544.46875	G07	-109.83	-109.99	-109.25	25.0
60544.46875	G05	-108.53	-108.44	-109.71	38.0
60544.46875	G13	-109.57	-109.32	-107.81	45.4
60544.47222	G30	-109.63	-109.24	-108.02	53.4
60544.47222	G22	-109.43	-109.22	-107.60	65.3
60544.47222	G20	-109.59	-109.15	-109.43	28.2
60544.47222	G17	-109.76	-109.57	-108.17	20.2
60544.47222	G15	-110.72	-109.82	-110.87	18.1
60544.47222	G14	-108.71	-108.66	-109.63	83.9
60544.47222	G07	-109.79	-109.69	-108.79	23.6
60544.47222	G05	-108.91	-108.78	-108.34	37.4
60544.47222	G13	-109.23	-108.88	-108.97	47.5
60544.47569	G30	-109.52	-109.23	-108.30	52.0
60544.47569	G22	-109.22	-108.90	-108.90	67.8
60544.47569	G20	-109.36	-109.05	-108.76	26.5
60544.47569	G17	-110.14	-110.04	-108.79	22.1
60544.47569	G13	-110.59	-110.08	-108.65	49.7
60544.47569	G14	-109.04	-109.01	-108.36	82.3
60544.47569	G05	-110.12	-109.76	-108.97	36.6
60544.47569	G15	-108.97	-108.18	-110.40	19.9
60544.47569	G07	-110.29	-109.73	-108.45	22.1
60544.47917	G05	-109.51	-109.29	-109.58	35.7
60544.47917	G07	-110.16	-110.00	-108.95	20.7
60544.47917	G13	-109.02	-108.64	-108.55	51.8
60544.47917	G14	-109.17	-109.01	-108.25	80.2
60544.47917	G17	-110.31	-110.03	-108.21	24.0
60544.47917	G19	-110.77	-110.63	-106.56	10.5
60544.47917	G20	-109.48	-109.12	-108.71	24.8
60544.47917	G22	-109.37	-109.08	-108.33	70.3
60544.47917	G30	-110.11	-109.91	-108.16	50.6
60544.47917	G15	-109.87	-108.89	-108.69	21.8
60544.48264	G30	-109.55	-109.14	-108.25	49.3
60544.48264	G19	-110.28	-110.28	-108.11	12.0
60544.48264	G22	-109.80	-109.48	-107.94	72.8
60544.48264	G20	-109.17	-108.78	-106.67	23.1
60544.48264	G17	-110.01	-109.87	-108.18	25.9
60544.48264	G14	-108.65	-108.24	-109.09	78.0
60544.48264	G13	-109.63	-109.32	-109.57	54.0
60544.48264	G07	-109.57	-109.39	-109.66	19.3
60544.48264	G05	-108.67	-108.41	-109.58	34.8
60544.48264	G15	-109.28	-108.67	-107.69	23.6
60544.48611	G30	-109.89	-109.67	-109.37	47.9
60544.48611	G22	-109.52	-109.22	-108.41	75.3
60544.48611	G20	-108.50	-108.03	-106.71	21.4
60544.48611	G19	-109.93	-110.44	-107.95	13.9
60544.48611	G17	-110.02	-109.86	-108.33	27.8
60544.48611	G15	-109.39	-108.67	-108.42	25.5
60544.48611	G13	-110.01	-109.56	-108.52	56.3
60544.48611	G07	-107.57	-107.23	-110.08	17.9
60544.48611	G05	-109.27	-108.82	-110.60	33.7
60544.48611	G14	-109.14	-108.71	-108.83	75.7
60544.48958	G30	-109.98	-109.78	-108.62	46.5
60544.48958	G22	-109.33	-109.04	-108.26	77.7
60544.48958	G20	-107.81	-107.10	-109.76	19.7
60544.48958	G19	-110.09	-110.04	-108.53	15.8
60544.48958	G17	-111.15	-110.67	-108.53	29.7
60544.48958	G14	-109.09	-108.68	-108.88	73.3
60544.48958	G13	-110.38	-109.96	-107.72	58.5
60544.48958	G07	-108.20	-107.62	-108.16	16.5
60544.48958	G05	-108.99	-108.58	-109.83	32.5
60544.48958	G15	-109.14	-108.55	-109.15	27.3
60544.49306	G30	-110.00	-109.78	-108.45	45.2
60544.49306	G22	-108.88	-108.49	-108.20	80.1
60544.49306	G19	-109.40	-109.30	-108.71	17.8
60544.49306	G17	-110.08	-109.42	-109.64	31.7
60544.49306	G14	-108.87	-108.54	-108.56	70.9
60544.49306	G13	-109.19	-108.67	-108.26	60.8
60544.49306	G07	-109.70	-109.58	-107.76	15.2
60544.49306	G05	-108.80	-108.56	-108.09	31.3
60544.49306	G15	-109.67	-109.28	-107.60	29.2
60544.49653	G30	-109.70	-109.49	-110.50	43.8
60544.49653	G22	-108.85	-108.51	-109.06	82.4
60544.49653	G19	-110.09	-109.61	-107.07	19.8
60544.49653	G17	-110.02	-109.40	-108.45	33.6
60544.49653	G14	-109.66	-109.26	-109.10	68.6
60544.49653	G13	-109.19	-108.78	-109.06	63.1
60544.49653	G07	-108.42	-108.53	-109.60	13.8
60544.49653	G05	-110.11	-110.00	-109.85	30.0
60544.49653	G15	-108.86	-108.34	-109.69	31.0
60544.50000	G30	-110.36	-110.20	-108.54	42.4
60544.50000	G05	-109.47	-109.31	-109.39	28.6
60544.50000	G07	-110.10	-110.30	-107.66	12.5
60544.50000	G13	-109.35	-108.97	-109.75	65.4
60544.50000	G14	-109.87	-109.45	-108.64	66.2
60544.50000	G15	-109.85	-109.67	-107.32	32.9
60544.50000	G17	-110.38	-110.03	-108.70	35.5
60544.50000	G19	-109.13	-108.66	-109.92	21.9
60544.50000	G22	-109.44	-109.18	-108.53	84.4
60544.50347	G22	-108.90	-108.72	-108.11	85.9
60544.50347	G30	-109.47	-109.39	-108.33	41.0
60544.50347	G19	-108.19	-107.86	-109.60	23.9
60544.50347	G17	-109.13	-108.61	-108.51	37.4
60544.50347	G15	-109.76	-109.77	-108.40	34.7
60544.50347	G14	-109.75	-109.52	-108.23	63.9
60544.50347	G13	-108.90	-108.51	-108.04	67.7
60544.50347	G07	-109.93	-110.41	-112.51	11.1
60544.50347	G05	-109.46	-109.18	-109.14	27.2
60544.50694	G30	-109.84	-109.45	-108.58	39.6
60544.50694	G22	-108.97	-108.71	-108.24	86.1
60544.50694	G19	-110.40	-110.03	-108.45	26.1
60544.50694	G17	-109.22	-108.69	-109.60	39.3
60544.50694	G15	-110.02	-109.71	-107.55	36.5
60544.50694	G14	-109.14	-108.97	-107.75	61.6
60544.50694	G13	-109.09	-108.81	-108.29	70.1
60544.50694	G07	-109.22	-109.97	-107.62	10.2
60544.50694	G05	-110.24	-110.05	-108.46	25.7
60544.51042	G30	-109.80	-109.38	-109.90	38.2
60544.51042	G22	-108.85	-108.51	-108.37	84.9
60544.51042	G19	-109.98	-109.48	-106.53	28.2
60544.51042	G15	-108.83	-108.44	-109.24	38.3
60544.51042	G14	-109.09	-108.86	-108.98	59.3
60544.51042	G13	-109.00	-108.71	-108.83	72.4
60544.51042	G05	-109.73	-109.36	-109.06	24.2
60544.51042	G17	-108.15	-107.54	-108.13	41.2
60544.51389	G17	-110.08	-109.84	-108.12	43.0
60544.51389	G05	-110.00	-109.73	-107.34	22.7
60544.51389	G13	-109.09	-108.58	-108.98	74.6
60544.51389	G14	-109.68	-109.51	-108.04	57.0
60544.51389	G15	-110.02	-109.60	-109.92	40.1
60544.51389	G19	-110.23	-109.69	-107.01	30.3
60544.51389	G22	-109.06	-108.82	-108.24	82.9
60544.51389	G30	-109.40	-108.78	-107.41	36.8
60544.51736	G22	-109.44	-109.33	-108.78	80.8
60544.51736	G19	-109.56	-109.09	-108.55	32.5
60544.51736	G30	-109.77	-109.20	-107.67	35.4
60544.51736	G17	-109.72	-109.44	-108.42	44.8
60544.51736	G14	-110.63	-110.55	-109.71	54.8
60544.51736	G13	-109.25	-108.83	-108.92	76.8
60544.51736	G15	-110.43	-110.15	-107.43	41.8
60544.51736	G05	-109.77	-109.42	-107.87	21.1
60544.52083	G30	-110.27	-109.96	-109.29	34.0
60544.52083	G22	-109.17	-108.83	-108.02	78.5
60544.52083	G19	-109.73	-109.64	-108.44	34.7
60544.52083	G17	-109.84	-109.67	-107.34	46.5
60544.52083	G15	-110.41	-110.00	-108.37	43.4
60544.52083	G14	-109.66	-109.59	-108.66	52.6
60544.52083	G13	-109.29	-108.96	-108.57	78.9
60544.52431	G22	-109.79	-109.56	-109.02	76.2
60544.52431	G19	-110.06	-109.99	-107.49	36.9
60544.52431	G17	-109.48	-109.19	-109.36	48.1
60544.52431	G30	-110.01	-109.52	-109.62	32.5
60544.52431	G14	-110.13	-109.97	-109.84	50.4
60544.52431	G13	-108.95	-108.65	-108.34	80.7
60544.52431	G15	-109.62	-109.05	-108.50	45.0
60544.52778	G22	-109.11	-108.90	-108.50	73.9
60544.52778	G19	-110.59	-110.62	-109.84	39.1
60544.52778	G17	-109.08	-108.77	-109.49	49.6
60544.52778	G30	-109.81	-109.23	-109.13	31.1
60544.52778	G14	-109.80	-109.36	-108.70	48.3
60544.52778	G13	-109.50	-109.25	-108.42	82.0
60544.52778	G15	-110.22	-109.36	-107.39	46.5
60544.53125	G30	-110.51	-109.72	-108.43	29.7
60544.53125	G24	-110.64	-110.47	-110.22	17.5
60544.53125	G22	-109.62	-109.41	-108.87	71.5
60544.53125	G19	-109.55	-109.54	-108.31	41.2
60544.53125	G17	-110.47	-110.22	-107.73	51.0
60544.53125	G14	-109.35	-109.04	-109.52	46.2
60544.53125	G13	-109.52	-109.29	-108.19	82.7
60544.53125	G15	-110.10	-109.46	-108.94	47.9
60544.53472	G22	-109.52	-109.34	-107.93	69.2
60544.53472	G30	-110.10	-109.36	-109.05	28.2
60544.53472	G24	-111.94	-112.42	-109.84	19.0
60544.53472	G19	-110.44	-110.27	-109.84	43.4
60544.53472	G13	-108.79	-108.55	-109.39	82.3
60544.53472	G15	-109.74	-109.32	-109.75	49.3
60544.53472	G14	-109.15	-109.05	-108.96	44.1
60544.53472	G17	-110.14	-109.82	-108.43	52.2
60544.53819	G30	-109.69	-108.98	-107.44	26.8
60544.53819	G24	-109.66	-109.43	-110.34	20.6
60544.53819	G22	-109.57	-109.28	-109.10	66.9
60544.53819	G19	-110.55	-110.31	-107.95	45.6
60544.53819	G17	-109.04	-108.64	-109.29	53.3
60544.53819	G15	-110.08	-109.47	-108.04	50.5
60544.53819	G14	-110.30	-110.42	-108.85	42.0
60544.53819	G13	-109.20	-108.97	-108.66	81.2
60544.54167	G30	-108.94	-108.29	-108.74	25.3
60544.54167	G22	-109.97	-109.73	-108.93	64.7
60544.54167	G19	-110.06	-109.66	-108.92	47.7
60544.54167	G17	-109.58	-109.13	-108.46	54.2
60544.54167	G24	-109.74	-109.03	-107.43	22.2
60544.54167	G14	-110.01	-109.78	-109.38	40.1
60544.54167	G13	-109.48	-109.18	-108.87	79.5
60544.54167	G15	-109.04	-108.53	-109.12	51.5
60544.54514	G24	-110.14	-109.91	-108.29	23.8
60544.54514	G22	-110.29	-110.24	-109.27	62.4
60544.54514	G19	-109.13	-108.81	-108.84	49.7
60544.54514	G30	-108.90	-108.33	-109.31	23.9
60544.54514	G15	-109.46	-109.10	-108.98	52.4
60544.54514	G14	-109.90	-109.58	-108.00	38.1
60544.54514	G13	-110.00	-109.68	-108.25	77.4
60544.54514	G17	-109.49	-109.13	-108.62	54.9
60544.54861	G13	-109.34	-109.02	-109.00	75.1
60544.54861	G14	-109.18	-108.94	-110.33	36.2
60544.54861	G15	-108.90	-108.46	-107.87	53.2
60544.54861	G17	-110.16	-109.80	-108.71	55.4
60544.54861	G19	-110.34	-109.94	-108.41	51.8
60544.54861	G22	-109.98	-109.87	-108.96	60.2
60544.54861	G24	-109.79	-109.43	-110.50	25.4
60544.54861	G30	-109.04	-108.20	-109.53	22.4
60544.55208	G22	-109.89	-109.76	-108.84	58.0
60544.55208	G30	-110.14	-109.53	-109.63	20.9
60544.55208	G24	-108.93	-108.54	-108.32	27.1
60544.55208	G19	-109.30	-109.13	-109.03	53.7
60544.55208	G13	-109.47	-109.23	-108.76	72.7
60544.55208	G15	-109.36	-108.94	-109.01	53.7
60544.55208	G14	-109.07	-109.04	-108.18	34.3
60544.55208	G17	-109.78	-109.45	-108.23	55.7
60544.55556	G13	-109.33	-109.06	-108.73	70.3
60544.55556	G14	-109.60	-109.80	-108.12	32.4
60544.55556	G15	-109.25	-108.88	-109.90	54.1
60544.55556	G17	-109.86	-109.57	-108.67	55.7
60544.55556	G19	-109.94	-109.88	-108.10	55.5
60544.55556	G22	-109.26	-109.07	-109.12	55.8
60544.55556	G24	-109.66	-108.98	-108.56	28.8
60544.55556	G30	-109.78	-109.54	-108.87	19.5
60544.55903	G30	-109.82	-109.88	-109.67	18.0
60544.55903	G24	-110.15	-109.40	-106.32	30.5
60544.55903	G22	-109.66	-109.55	-108.18	53.7
60544.55903	G19	-109.39	-109.12	-108.61	57.3
60544.55903	G17	-110.14	-109.77	-109.05	55.5
60544.55903	G14	-110.86	-111.18	-105.58	30.6
60544.55903	G13	-108.91	-108.65	-108.95	67.7
60544.55903	G15	-109.41	-109.03	-108.59	54.3
60544.56250	G30	-109.16	-108.90	-109.42	16.5
60544.56250	G24	-109.79	-109.30	-108.56	32.2
60544.56250	G22	-109.30	-109.03	-109.22	51.6
60544.56250	G19	-109.49	-109.15	-109.06	58.8
60544.56250	G17	-109.69	-109.42	-109.11	55.1
60544.56250	G14	-109.84	-110.06	-107.21	28.8
60544.56250	G13	-109.31	-108.87	-107.92	65.2
60544.56250	G15	-109.73	-109.34	-108.88	54.3
60544.56597	G22	-109.70	-109.64	-107.76	49.5
60544.56597	G30	-109.71	-108.80	-110.25	15.0
60544.56597	G24	-108.70	-108.17	-109.75	34.0
60544.56597	G19	-109.12	-108.76	-108.21	60.2
60544.56597	G14	-108.47	-108.72	-106.74	27.0
60544.56597	G15	-110.05	-109.65	-108.56	54.0
60544.56597	G17	-109.65	-109.41	-108.32	54.5
60544.56597	G13	-109.50	-109.07	-109.86	62.6
60544.56944	G30	-107.49	-106.55	-108.26	13.5
60544.56944	G24	-109.49	-109.34	-107.23	35.8
60544.56944	G22	-110.22	-110.06	-109.03	47.5
60544.56944	G19	-109.28	-108.84	-107.95	61.4
60544.56944	G17	-109.95	-109.73	-108.44	53.6
60544.56944	G15	-109.37	-108.97	-108.51	53.6
60544.56944	G14	-110.04	-110.23	-108.57	25.3
60544.56944	G13	-109.37	-109.06	-108.34	60.0
60544.56944	G12	-108.87	-108.66	-107.18	22.4
60544.57292	G30	-109.00	-108.20	-107.66	12.0
60544.57292	G24	-108.84	-108.54	-108.32	37.7
60544.57292	G22	-109.87	-109.68	-108.72	45.5
60544.57292	G19	-109.94	-109.61	-109.14	62.4
60544.57292	G17	-109.96	-109.69	-108.79	52.6
60544.57292	G15	-110.06	-109.75	-108.50	53.0
60544.57292	G14	-112.04	-111.73	-110.48	23.6
60544.57292	G13	-109.62	-109.22	-108.66	57.4
60544.57639	G30	-108.36	-108.74	-107.24	10.7
60544.57639	G24	-109.21	-109.07	-108.49	39.5
60544.57639	G22	-109.85	-109.71	-108.74	43.5
60544.57639	G19	-109.26	-109.04	-108.60	63.1
60544.57639	G17	-109.45	-109.24	-109.04	51.3
60544.57639	G15	-109.19	-108.93	-109.00	52.2
60544.57639	G14	-109.95	-109.43	-107.03	21.9
60544.57639	G13	-109.55	-109.29	-108.84	54.8
60544.57986	G22	-110.36	-110.25	-108.98	41.6
60544.57986	G19	-109.90	-109.75	-109.32	63.5
60544.57986	G17	-109.92	-109.73	-109.25	49.9
60544.57986	G15	-109.70	-109.54	-109.02	51.2
60544.57986	G24	-109.12	-109.09	-109.22	41.4
60544.57986	G13	-109.71	-109.48	-108.52	52.2
60544.57986	G12	-110.41	-109.41	-111.74	27.0
60544.57986	G14	-108.65	-108.53	-109.14	20.2
60544.58333	G24	-109.74	-109.76	-109.65	43.4
60544.58333	G22	-110.62	-110.47	-109.33	39.7
60544.58333	G19	-110.16	-109.88	-108.59	63.6
60544.58333	G17	-110.10	-109.82	-108.80	48.4
60544.58333	G15	-109.76	-109.56	-110.17	50.1
60544.58333	G14	-110.44	-110.52	-109.69	18.6
60544.58333	G13	-110.07	-109.78	-107.81	49.7
60544.58333	G12	-109.64	-109.13	-110.71	28.5
60544.58333	G06	-108.68	-108.77	-109.27	12.8
60544.58681	G22	-109.76	-109.51	-108.64	37.8
60544.58681	G19	-109.48	-109.29	-108.93	63.5
60544.58681	G17	-109.61	-109.37	-108.63	46.8
60544.58681	G15	-109.60	-109.22	-108.76	48.8
60544.58681	G24	-109.78	-109.37	-108.38	45.3
60544.58681	G13	-109.39	-109.24	-108.64	47.1
60544.58681	G12	-109.23	-108.84	-108.16	30.0
60544.58681	G06	-107.55	-107.12	-107.19	14.3
60544.58681	G14	-109.56	-108.93	-107.80	17.0
60544.59028	G22	-110.24	-109.90	-108.01	36.0
60544.59028	G19	-109.18	-108.87	-108.81	63.0
60544.59028	G17	-109.70	-109.57	-109.02	45.1
60544.59028	G15	-109.60	-109.28	-109.82	47.5
60544.59028	G24	-109.18	-108.78	-108.29	47.3
60544.59028	G13	-109.26	-109.06	-109.73	44.6
60544.59028	G12	-108.14	-107.85	-108.64	31.4
60544.59028	G06	-107.95	-107.84	-108.83	15.8
60544.59028	G14	-109.16	-108.39	-108.37	15.5
60544.59375	G24	-109.43	-109.03	-108.46	49.4
60544.59375	G22	-109.42	-109.07	-109.85	34.1
60544.59375	G19	-109.29	-108.95	-108.63	62.3
60544.59375	G17	-109.94	-109.71	-108.32	43.3
60544.59375	G15	-109.54	-109.19	-108.93	46.0
60544.59375	G13	-109.27	-109.14	-108.83	42.1
60544.59375	G12	-110.65	-110.07	-109.18	32.8
60544.59375	G06	-109.21	-109.25	-109.79	17.3
60544.59375	G14	-107.85	-107.40	-111.10	13.9
60544.59722	G19	-109.22	-108.80	-108.31	61.3
60544.59722	G24	-109.19	-108.89	-109.48	51.4
60544.59722	G22	-109.75	-109.32	-109.88	32.4
